,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence,plot_type
568,37.0,2.3626071428571436,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
569,38.0,2.1742357142857145,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
570,39.0,2.0114714285714297,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
571,40.0,1.8461214285714302,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
572,41.0,1.6892571428571466,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
573,42.0,1.5485642857142876,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
574,43.0,1.4237214285714277,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
575,44.0,1.325657142857141,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
576,45.0,1.2576499999999962,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
577,46.0,1.1979428571428545,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
578,47.0,1.1319642857142853,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
579,48.0,1.0540999999999991,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
580,49.0,0.9759285714285721,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
581,50.0,0.9079357142857134,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
582,51.0,0.8468142857142859,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
583,52.0,0.8040285714285743,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
584,53.0,0.7603857142857138,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
585,54.0,0.7068357142857146,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
586,55.0,0.6541500000000013,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
587,56.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
588,57.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
589,58.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
590,0.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
591,1.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
592,2.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
593,3.0,0.7772571428571381,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
594,4.0,1.024471428571429,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
595,5.0,1.4772428571428569,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
596,6.0,2.069571428571428,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
597,7.0,2.740342857142861,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
598,8.0,3.4527500000000044,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
599,9.0,4.089021428571431,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
600,10.0,4.559271428571429,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
601,11.0,4.997142857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
602,12.0,5.452607142857149,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
603,13.0,5.84153571428572,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
604,14.0,6.169192857142852,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
605,15.0,6.444014285714278,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
606,16.0,6.636828571428565,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
607,17.0,6.7609428571428545,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
608,18.0,6.854707142857144,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
609,19.0,6.920571428571426,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
610,20.0,6.9388928571428545,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
611,21.0,6.8585714285714285,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
612,22.0,6.670928571428571,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
613,23.0,6.478264285714289,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
614,24.0,6.332950000000005,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
615,25.0,6.140850000000002,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
616,26.0,5.857150000000001,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
617,27.0,5.519471428571428,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
618,28.0,5.161614285714284,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
619,29.0,4.814050000000001,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
620,30.0,4.5217714285714266,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
621,31.0,4.301207142857139,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
622,32.0,4.064414285714284,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
623,33.0,3.753342857142856,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
624,34.0,3.4172571428571406,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
625,35.0,3.0987785714285674,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
626,36.0,2.790871428571427,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
627,37.0,2.5284642857142887,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
628,38.0,2.3471071428571446,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
629,39.0,2.1818071428571426,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
630,40.0,2.0103285714285692,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
631,41.0,1.854857142857142,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
632,42.0,1.7142642857142891,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
633,43.0,1.583442857142858,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
634,44.0,1.4649285714285725,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
635,45.0,1.3748714285714303,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
636,46.0,1.291557142857144,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
637,47.0,1.1932142857142887,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
638,48.0,1.0975928571428588,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
639,49.0,1.00142857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
640,50.0,0.9022571428571422,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
641,51.0,0.8285428571428537,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
642,52.0,0.7830071428571382,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
643,53.0,0.7411999999999982,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
644,54.0,0.6969857142857125,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
645,55.0,0.6500428571428581,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
646,56.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
647,57.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
648,58.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
649,0.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
650,1.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
651,2.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
652,3.0,0.4951500000000035,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
653,4.0,0.6581857142857197,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
654,5.0,0.9456214285714322,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
655,6.0,1.31636428571429,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
656,7.0,1.7550928571428575,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
657,8.0,2.2376214285714258,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
658,9.0,2.6617428571428547,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
659,10.0,2.9651999999999976,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
660,11.0,3.2533571428571406,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
661,12.0,3.5631285714285674,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
662,13.0,3.8637214285714236,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
663,14.0,4.133107142857142,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
664,15.0,4.329785714285713,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
665,16.0,4.4713571428571415,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
666,17.0,4.583742857142855,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
667,18.0,4.682935714285707,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
668,19.0,4.795142857142856,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
669,20.0,4.886907142857144,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
670,21.0,4.93058571428571,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
671,22.0,4.958635714285712,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
672,23.0,4.985685714285716,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
673,24.0,4.987828571428573,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
674,25.0,4.939150000000003,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
675,26.0,4.846549999999999,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
676,27.0,4.720878571428568,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
677,28.0,4.56239285714286,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
678,29.0,4.353692857142859,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
679,30.0,4.147449999999997,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
680,31.0,4.010314285714285,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
681,32.0,3.8658857142857115,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
682,33.0,3.655321428571426,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
683,34.0,3.418707142857142,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
684,35.0,3.2008571428571435,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
685,36.0,2.998292857142859,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
686,37.0,2.8169000000000013,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
687,38.0,2.6874999999999996,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
688,39.0,2.5648357142857146,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"nov/dic, no screening
(senza mascherine - ffp2)"
